Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
13174,1.31,Premium,J,SI1,59.4,60.0,5446,7.06,7.12,4.21
32283,0.26,Very Good,E,VS1,63.0,59.0,453,4.03,4.06,2.55
49985,0.71,Ideal,E,SI2,62.3,57.0,2190,5.66,5.74,3.55
23193,1.71,Ideal,F,SI2,62.1,54.0,11199,7.72,7.67,4.78
19675,1.7,Good,J,VS2,63.6,59.0,8282,7.53,7.48,4.77
10624,1.07,Premium,H,VS2,58.9,58.0,4830,6.7,6.65,3.93
48870,0.78,Good,J,SI1,58.0,62.0,2035,6.01,6.05,3.5
46854,0.51,Good,E,VS2,57.6,62.0,1812,5.33,5.3,3.06
30763,0.25,Very Good,E,VVS2,63.1,56.0,740,4.05,4.0,2.54
29886,0.3,Ideal,E,VS1,61.7,57.0,710,4.28,4.31,2.65
7022,1.04,Premium,G,SI2,60.3,62.0,4158,6.56,6.5,3.94
27349,2.2,Premium,I,VS2,58.9,60.0,17905,8.63,8.52,5.05
7567,0.72,Ideal,F,VVS1,62.0,56.0,4252,5.73,5.75,3.56
3660,0.77,Ideal,D,VS2,61.3,56.0,3442,5.87,5.9,3.61
21714,0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77
28695,0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01
46267,0.54,Premium,E,VS2,59.2,58.0,1754,5.32,5.35,3.16
1009,0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
21119,1.5,Very Good,G,SI2,63.1,57.0,9282,7.29,7.25,4.59
24400,1.71,Ideal,H,SI1,62.2,56.0,12641,7.74,7.7,4.8
50779,0.54,Ideal,D,VVS2,61.2,55.0,2302,5.25,5.31,3.23
50771,0.71,Premium,I,VS2,62.8,59.0,2300,5.67,5.64,3.55
14669,1.51,Fair,F,SI2,65.4,56.0,5919,7.2,7.08,4.67
11488,1.09,Ideal,F,SI2,61.2,55.0,5016,6.64,6.67,4.07
31922,0.3,Very Good,G,VS1,63.1,58.0,776,4.28,4.24,2.69
25599,2.14,Good,I,SI2,63.8,57.0,14452,8.17,8.14,5.2
8343,1.02,Fair,H,SI2,59.6,57.0,4398,6.65,6.5,3.92
35104,0.3,Ideal,F,IF,61.8,55.0,886,4.32,4.35,2.68
40112,0.41,Premium,F,VVS2,60.1,59.0,1115,4.79,4.82,2.89
25645,1.51,Ideal,G,VS1,61.1,57.0,14542,7.38,7.41,4.52
42861,0.5,Very Good,F,VS2,60.8,61.0,1357,5.04,5.09,3.08
22096,1.17,Premium,D,VS1,61.7,59.0,10115,6.77,6.72,4.16
27279,2.0,Good,G,SI1,64.2,59.0,17740,7.84,7.93,5.06
18615,1.58,Premium,J,VVS2,61.0,58.0,7592,7.56,7.49,4.59
53899,0.65,Very Good,D,VS1,60.8,57.2,2752,5.55,5.63,3.4
27147,2.39,Ideal,J,VS1,62.1,57.0,17365,8.53,8.57,5.31
7206,1.21,Very Good,J,VS2,62.4,58.0,4191,6.79,6.83,4.25
24626,1.52,Premium,G,VS2,62.6,55.0,12958,7.39,7.28,4.59
48612,0.51,Ideal,F,VVS2,62.2,55.0,1998,5.12,5.11,3.18
19813,1.6,Ideal,I,SI2,61.9,57.0,8377,7.48,7.51,4.64
6234,1.1,Premium,H,SI2,62.8,55.0,4004,6.68,6.57,4.16
14038,1.09,Premium,H,SI1,59.5,58.0,5706,6.73,6.71,4.0
14905,1.01,Good,G,VS2,63.1,59.0,5999,6.37,6.4,4.03
49016,0.5,Premium,F,VVS2,61.9,58.0,2052,5.07,5.1,3.15
4635,0.74,Ideal,D,VS2,61.4,58.0,3668,5.8,5.83,3.57
47898,0.54,Ideal,G,VVS2,61.2,56.0,1914,5.25,5.3,3.22
42413,0.48,Very Good,F,VS2,62.6,55.0,1311,5.0,5.07,3.15
4403,0.31,Ideal,D,SI1,60.8,56.0,571,4.32,4.37,2.64
1699,0.7,Ideal,G,VS1,61.4,57.0,3034,5.7,5.73,3.51
31999,0.3,Ideal,G,VS1,62.3,56.0,776,4.32,4.29,2.68
15651,1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2
9555,1.0,Very Good,I,VS2,63.5,56.0,4620,6.33,6.3,4.01
14455,1.0,Fair,F,VS1,65.3,56.0,5833,6.28,6.25,4.09
44460,0.54,Very Good,D,SI1,60.0,59.8,1593,5.3,5.34,3.18
45305,0.3,Ideal,D,SI1,62.1,57.0,524,4.25,4.28,2.65
18314,1.39,Premium,E,SI2,62.7,58.0,7445,7.11,6.99,4.42
50358,0.78,Ideal,G,SI2,61.7,55.0,2246,5.92,5.88,3.64
37251,0.4,Very Good,D,VVS2,58.4,60.0,977,4.81,4.84,2.82
32387,0.42,Very Good,F,VS2,60.1,61.0,790,4.84,4.88,2.92
2991,0.91,Good,H,VS2,56.9,61.0,3302,6.41,6.24,3.6
18553,1.24,Good,E,SI1,63.5,55.0,7563,6.82,6.86,4.35
53864,1.0,Fair,I,SI2,66.8,56.0,2743,6.22,6.12,4.13
32709,0.31,Premium,F,VS2,62.3,60.0,802,4.35,4.32,2.7
3715,0.84,Very Good,E,SI1,58.8,58.0,3453,6.16,6.28,3.66
44171,0.53,Ideal,D,SI1,62.3,56.0,1566,5.15,5.18,3.22
30614,0.3,Very Good,D,SI2,61.8,58.0,447,4.29,4.32,2.66
44711,0.61,Premium,D,SI1,61.6,58.0,1614,5.37,5.34,3.3
36484,0.32,Ideal,F,IF,61.3,57.0,943,4.42,4.46,2.72
46685,0.7,Ideal,I,SI1,61.3,57.0,1790,5.72,5.75,3.52
9847,1.22,Ideal,J,SI2,61.2,57.0,4676,6.86,6.9,4.21
17628,1.5,Premium,G,SI2,62.1,60.0,7098,7.34,7.28,4.54
27816,0.28,Ideal,G,IF,60.9,57.0,650,4.24,4.27,2.59
47648,0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,2.44
47111,0.65,Premium,E,SI2,62.6,59.0,1827,5.54,5.49,3.45
3525,0.71,Ideal,D,VS1,61.3,56.0,3406,5.75,5.77,3.53
34653,0.31,Premium,E,VS2,60.5,60.0,872,4.36,4.34,2.63
41885,0.54,Ideal,I,VS2,61.5,55.0,1259,5.25,5.29,3.24
7381,0.33,Premium,H,VS1,61.0,59.0,579,4.45,4.5,2.73
36613,0.32,Premium,G,SI1,62.6,58.0,477,4.31,4.35,2.71
41813,0.54,Premium,E,SI2,61.9,58.0,1250,5.24,5.19,3.23
12500,1.02,Ideal,H,SI1,61.2,56.0,5257,6.49,6.51,3.98
32314,0.36,Premium,F,VS1,60.7,58.0,789,4.57,4.62,2.79
31509,0.34,Very Good,G,VS2,63.1,57.0,765,4.47,4.43,2.81
983,0.7,Ideal,G,VVS2,62.1,53.0,2895,5.71,5.75,3.56
53602,0.75,Fair,F,SI1,64.6,57.0,2700,5.7,5.67,3.67
46173,0.5,Ideal,E,VS2,62.2,55.0,1746,5.09,5.07,3.16
28025,0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.33,2.7
34869,0.3,Premium,G,VVS2,61.6,60.0,878,4.27,4.24,2.62
16436,1.11,Very Good,E,SI1,62.4,57.0,6563,6.58,6.6,4.11
42408,0.52,Very Good,I,VS1,61.0,58.0,1310,5.18,5.22,3.17
32131,0.41,Good,G,SI2,63.6,54.0,784,4.74,4.7,3.0
47478,0.71,Very Good,J,SI1,59.1,61.0,1861,5.82,5.85,3.45
34181,0.33,Ideal,G,VS1,62.1,56.0,854,4.42,4.4,2.74
1052,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
24203,1.11,Ideal,D,VVS2,62.3,56.0,12390,6.59,6.64,4.12
35174,0.31,Ideal,G,IF,61.4,56.0,891,4.38,4.41,2.7
5510,0.9,Fair,D,SI2,64.6,59.0,3847,6.04,6.01,3.89
20954,1.04,Ideal,F,VVS2,61.2,57.0,9169,6.53,6.5,3.99
33381,0.41,Premium,I,VVS2,62.1,58.0,827,4.76,4.78,2.96
15731,0.95,Ideal,F,SI1,61.7,56.0,6291,6.31,6.34,3.9
41662,0.54,Ideal,J,VVS1,62.2,54.0,1239,5.23,5.25,3.26
20080,1.5,Good,I,VS2,63.3,62.0,8555,7.08,7.19,4.52
35725,0.3,Premium,D,VS2,61.0,60.0,911,4.33,4.29,2.63
35197,0.31,Ideal,G,IF,61.2,55.0,891,4.4,4.42,2.7
26751,1.51,Premium,F,VS1,60.0,60.0,16551,7.42,7.39,4.44
22412,1.23,Very Good,G,VVS1,61.3,57.0,10435,6.88,6.96,4.24
19980,1.51,Ideal,J,VS1,61.9,56.0,8524,7.41,7.35,4.57
19142,1.56,Premium,J,VS2,61.7,58.0,7904,7.46,7.41,4.59
37831,0.33,Ideal,D,VS2,61.8,56.0,1002,4.48,4.45,2.76
16634,1.2,Very Good,I,VS1,62.8,54.5,6652,6.75,6.79,4.25
43707,0.61,Very Good,F,SI2,62.9,56.6,1437,5.38,5.45,3.4
6196,0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82
16316,1.31,Premium,H,SI2,60.8,58.0,6529,7.13,7.08,4.32
12323,1.01,Very Good,E,SI1,59.5,60.0,5224,6.49,6.55,3.88
2464,0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
51870,0.71,Very Good,F,SI1,62.8,59.0,2427,5.62,5.66,3.54
28936,0.3,Premium,G,VVS2,62.2,59.0,684,4.28,4.31,2.67
25812,1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52
38956,0.31,Good,H,VS2,63.5,57.0,489,4.32,4.34,2.75
14849,1.23,Premium,H,VS2,59.3,58.0,5979,7.0,6.94,4.13
172,0.7,Premium,D,VS2,58.0,62.0,2773,5.87,5.78,3.38
22710,0.35,Ideal,E,SI2,61.7,56.0,630,4.55,4.53,2.8
6869,0.91,Premium,H,VS2,61.0,59.0,4128,6.32,6.27,3.84
26279,2.0,Fair,H,SI1,65.6,58.0,15762,7.92,7.76,5.15
47432,0.55,Very Good,F,VS1,60.7,60.0,1853,5.29,5.32,3.22
41468,0.41,Premium,G,VVS1,60.3,60.0,1230,4.78,4.74,2.87
21071,1.02,Very Good,F,VVS2,59.9,57.0,9246,6.54,6.59,3.93
11373,0.34,Ideal,E,SI1,61.7,56.0,596,4.49,4.52,2.78
33639,0.38,Premium,G,VS1,60.6,58.0,833,4.64,4.67,2.82
4783,1.21,Premium,J,VS2,59.0,60.0,3694,6.93,6.88,4.07
35185,0.31,Ideal,G,IF,61.6,55.0,891,4.37,4.39,2.7
10015,1.14,Ideal,J,SI1,61.7,54.0,4708,6.71,6.74,4.15
53530,0.74,Ideal,G,SI2,61.7,56.0,2690,5.8,5.87,3.6
10129,1.06,Premium,F,SI2,62.5,58.0,4719,6.54,6.41,4.05
42661,0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
45525,0.54,Premium,G,VS1,61.1,59.0,1684,5.2,5.24,3.19
48977,0.36,Premium,D,SI2,61.5,60.0,537,4.54,4.6,2.81
4555,0.81,Very Good,E,SI1,61.9,60.0,3643,5.87,5.95,3.66
31357,0.27,Ideal,F,IF,61.4,57.0,760,4.17,4.19,2.57
37473,0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93
42742,0.51,Ideal,E,SI1,62.3,56.0,1343,5.12,5.15,3.2
43823,0.51,Very Good,E,SI1,63.5,54.0,1443,5.1,5.07,3.23
34053,0.42,Ideal,F,SI2,62.1,56.0,851,4.83,4.8,2.99
1115,0.71,Ideal,F,VS2,62.2,56.0,2915,5.74,5.71,3.56
32474,0.33,Very Good,G,VVS1,61.2,57.0,795,4.4,4.44,2.71
30796,0.41,Ideal,I,VS2,62.0,57.0,742,4.74,4.77,2.95
28965,0.31,Premium,H,SI1,62.7,58.0,435,4.31,4.34,2.71
21385,0.34,Premium,D,SI1,61.2,58.0,626,4.47,4.49,2.74
6291,1.07,Ideal,G,SI2,61.1,57.0,4021,6.61,6.65,4.05
5021,0.91,Premium,F,SI2,58.2,61.0,3746,6.58,6.41,3.77
36864,0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9
47143,0.64,Ideal,H,VS2,62.3,54.0,1831,5.52,5.55,3.44
29137,0.32,Ideal,G,VVS2,61.4,56.0,692,4.42,4.44,2.72
20406,1.51,Premium,J,VVS2,62.5,59.0,8770,7.29,7.34,4.57
14450,1.31,Premium,I,VS2,60.4,59.0,5832,7.16,7.05,4.29
35447,0.32,Ideal,E,VS2,61.7,55.0,900,4.42,4.36,2.71
39094,0.41,Very Good,J,IF,63.5,54.0,1061,4.75,4.7,3.0
43184,0.54,Very Good,G,SI1,62.8,59.0,1392,5.14,5.18,3.24
23852,1.51,Ideal,D,SI1,61.9,57.0,11942,7.42,7.35,4.57
40275,0.31,Ideal,G,SI1,61.6,57.0,493,4.32,4.35,2.67
39406,0.41,Ideal,G,VVS2,61.8,56.0,1076,4.78,4.74,2.94
49448,0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57
22584,1.25,Ideal,G,VVS2,61.5,55.0,10636,6.92,6.94,4.26
34811,0.3,Very Good,E,VVS2,63.2,59.0,878,4.28,4.27,2.7
15468,1.21,Very Good,H,SI1,62.2,56.0,6194,6.75,6.79,4.21
15477,1.2,Very Good,H,SI1,62.4,60.0,6199,6.75,6.71,4.2
51108,0.7,Very Good,D,SI2,61.4,58.0,2337,5.7,5.74,3.51
34301,0.3,Very Good,F,VVS1,58.1,61.0,858,4.39,4.42,2.56
35265,0.34,Ideal,G,VVS1,62.1,55.0,895,4.46,4.49,2.78
18089,1.39,Premium,E,SI2,62.7,58.0,7311,6.99,7.11,4.42
14778,1.25,Premium,D,SI2,63.0,62.0,5947,6.86,6.82,4.3
36482,0.43,Very Good,G,VS1,62.2,59.0,943,4.81,4.84,3.0
6935,0.8,Ideal,F,VVS2,61.6,57.0,4140,5.97,5.94,3.67
28065,0.31,Good,F,VVS2,63.6,55.0,660,4.29,4.33,2.74
41316,0.42,Ideal,H,IF,61.0,56.0,1213,4.82,4.79,2.93
45148,0.5,Premium,F,VS2,61.9,56.0,1654,5.13,5.08,3.16
32300,0.34,Ideal,E,SI2,61.4,55.0,454,4.5,4.52,2.77
23714,0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.07,2.5
18823,1.0,Very Good,F,VS1,59.8,58.0,7710,6.49,6.53,3.89
30649,0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93
14088,1.27,Very Good,H,SI2,60.6,59.0,5715,6.97,7.0,4.23
11462,1.11,Very Good,H,SI1,62.0,56.0,5010,6.61,6.65,4.11
15128,1.02,Good,G,VS2,63.8,59.0,6080,6.34,6.27,4.02
14093,1.19,Ideal,E,SI2,60.2,57.0,5717,6.84,6.87,4.13
40499,0.53,Ideal,F,SI2,61.7,56.0,1142,5.23,5.24,3.23
5513,0.91,Very Good,D,SI2,62.3,57.0,3848,6.14,6.22,3.85
40858,0.34,Ideal,D,VVS2,61.3,56.0,1174,4.48,4.52,2.76
16770,0.9,Ideal,G,VVS1,61.5,56.0,6680,6.22,6.24,3.83
29133,0.33,Very Good,G,VVS2,61.9,56.0,692,4.46,4.49,2.77
48139,0.7,Very Good,F,SI2,62.1,57.0,1940,5.63,5.68,3.51
17860,2.0,Ideal,H,I1,62.5,57.0,7204,8.05,7.98,5.01
49220,0.5,Premium,F,VVS1,61.1,55.0,2081,5.15,5.13,3.14
32954,0.35,Premium,J,VS1,62.2,58.0,460,4.49,4.54,2.81
15866,2.02,Fair,G,I1,68.0,55.0,6346,7.77,7.72,5.27
14540,1.21,Very Good,H,SI1,63.1,60.0,5871,6.74,6.69,4.24
14376,0.3,Ideal,H,VVS2,61.5,56.0,605,4.33,4.35,2.67
48632,0.34,Premium,J,VS2,62.3,60.0,536,4.49,4.46,2.79
12410,1.01,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98
23503,1.04,Ideal,D,VVS2,60.9,57.0,11511,6.54,6.6,4.0
37647,0.44,Premium,G,SI1,60.1,60.0,990,4.95,4.86,2.95
45624,0.55,Very Good,F,VS2,61.7,56.0,1692,5.25,5.29,3.25
35720,0.3,Premium,D,VS2,60.4,59.0,911,4.35,4.32,2.62
